income_100k,debt_100k,defaulted
0.657,1.658,0
0.839,0.601,0
1.194,0.402,0
1.087,1.000,0
1.630,0.460,0
0.595,0.555,0
1.963,1.408,0
1.984,0.865,0
1.316,1.167,0
0.762,0.304,0
1.423,0.651,0
1.114,1.181,0
1.831,0.315,0
1.366,0.712,0
1.969,0.797,0
1.168,0.180,0
2.716,1.536,0
0.503,0.431,0
0.898,0.592,0
1.770,1.608,0
0.719,0.239,0
1.976,0.824,0
0.821,0.499,0
1.480,0.654,0
0.940,0.407,0
1.164,1.352,0
1.535,0.345,0
1.354,0.779,0
1.195,0.860,0
3.739,0.607,0
1.424,0.549,0
0.917,0.552,0
2.154,1.121,0
2.053,0.819,0
2.460,0.611,0
3.172,0.351,0
0.930,0.697,0
2.286,0.857,0
2.370,0.628,0
1.419,1.408,0
1.585,0.223,0
0.367,2.518,1
1.096,0.578,0
3.173,0.341,0
0.635,0.245,0
1.115,1.030,0
1.615,0.876,1
1.839,0.567,0
2.957,0.622,0
0.642,0.701,0
1.447,0.506,0
2.089,1.205,0
0.786,0.902,0
1.394,0.598,0
3.314,0.259,0
2.566,1.359,0
1.809,0.492,0
0.438,0.362,0
1.338,1.300,0
1.689,0.841,0
1.235,0.211,0
1.378,0.256,0
5.683,0.514,0
1.289,0.320,0
0.917,0.587,0
1.583,2.697,1
1.231,3.297,0
1.234,0.625,0
1.365,0.994,0
2.010,1.045,0
1.579,0.599,0
0.826,0.284,0
1.337,1.157,0
1.757,0.581,0
1.150,0.822,0
2.380,0.945,0
2.013,0.410,1
0.909,1.621,1
1.639,0.668,0
3.465,0.725,0
2.864,0.505,0
1.384,0.947,0
2.125,1.119,0
1.048,0.471,0
0.740,0.884,0
1.821,0.504,0
1.586,0.325,0
1.788,0.534,0
1.403,0.896,0
1.643,0.869,0
1.127,1.162,0
1.756,0.442,0
2.064,0.543,0
1.382,0.667,0
2.047,0.903,0
0.640,0.601,0
0.996,0.380,0
2.718,0.273,0
3.135,1.228,0
1.588,1.156,0
1.355,0.445,0
0.802,1.450,0
1.671,0.620,0
2.014,0.825,0
0.728,1.287,0
1.825,0.493,0
1.770,0.419,0
1.730,0.246,0
0.854,0.760,0
1.811,0.823,0
0.723,1.034,0
2.773,0.897,0
1.508,0.681,0
0.841,1.211,1
2.600,0.365,0
2.385,0.797,0
1.059,0.853,1
3.826,0.601,0
0.903,1.667,1
1.634,0.819,0
2.416,1.353,0
0.511,1.055,0
2.227,0.583,0
1.378,1.870,1
1.409,1.187,1
0.874,0.650,0
1.647,0.602,0
0.861,0.363,0
0.918,0.592,0
1.160,0.565,0
0.817,0.722,0
2.880,0.509,0
0.780,0.882,0
1.010,0.615,0
1.231,0.269,0
1.421,0.486,0
2.027,0.392,0
2.051,0.318,0
1.238,0.559,0
1.194,1.066,1
1.442,0.347,0
2.054,0.213,0
1.942,0.589,1
1.125,3.353,1
0.562,0.465,0
3.722,0.748,0
2.177,0.513,0
1.598,1.035,1
1.654,1.428,1
1.122,0.590,0
0.904,1.238,0
1.222,0.354,0
1.284,0.723,0
1.071,0.320,0
0.737,0.715,1
1.233,0.459,0
1.839,0.736,0
1.136,0.347,0
1.433,0.732,0
0.559,0.686,0
1.292,0.471,0
1.343,0.414,0
0.817,0.335,0
0.652,0.518,0
1.708,0.805,0
0.986,0.599,0
1.768,0.704,0
1.175,1.300,1
1.878,0.540,0
1.218,0.759,0
0.720,1.020,0
1.365,0.858,0
1.224,0.799,0
1.908,0.675,0
1.159,1.873,1
1.189,0.620,0
2.090,0.522,0
2.398,0.896,0
1.997,1.594,0
2.264,1.412,0
1.741,0.658,0
2.007,1.024,0
2.107,0.852,0
1.702,0.674,0
1.460,0.927,0
1.513,0.910,0
4.188,0.699,0
1.428,1.675,1
1.276,0.525,0
1.205,1.396,0
1.398,2.061,1
1.584,2.078,1
0.853,0.752,0
0.582,0.585,1
1.621,0.268,0
0.689,0.627,0
1.594,2.489,1
1.512,0.272,0
2.384,0.276,0
3.009,1.027,0
1.674,0.910,0
1.106,0.236,0
0.836,0.627,0
0.994,0.781,0
1.445,0.280,0
0.559,1.099,1
1.468,0.311,0
1.411,1.208,0
1.896,0.723,0
1.221,0.440,0
1.486,0.266,0
1.019,0.536,0
1.152,0.614,0
0.639,0.602,0
1.500,0.466,0
2.849,0.576,0
1.527,1.046,1
1.673,0.391,0
0.912,0.576,0
2.702,0.833,0
1.005,0.638,1
2.036,1.041,0
1.489,1.523,0
0.922,0.531,0
2.253,0.728,0
1.429,0.128,0
1.538,0.533,0
1.739,0.935,0
1.405,0.348,0
1.197,1.345,0
1.750,0.228,0
1.183,1.360,1
1.461,0.485,0
1.051,0.367,0
0.726,0.493,1
1.048,0.557,0
1.136,0.368,0
1.429,0.301,0
2.418,0.483,0
0.663,1.087,0
1.504,0.806,0
0.524,1.352,1
0.886,0.460,1
1.130,0.529,0
0.515,0.536,0
0.615,0.697,0
1.521,0.831,0
1.470,1.698,0
1.348,0.949,0
0.988,0.705,0
3.741,1.360,0
1.320,0.418,0
0.963,0.312,0
3.020,0.930,0
1.871,0.705,0
1.201,0.687,0
2.427,1.076,0
1.523,0.535,0
1.895,0.604,1
1.577,0.793,0
0.893,0.920,0
2.197,1.107,0
1.525,0.686,0
0.901,0.744,0
1.007,0.169,0
2.181,1.262,0
1.202,0.270,0
1.449,0.627,0
1.905,2.601,1
1.503,0.536,0
0.714,0.268,0
1.890,1.563,0
2.165,0.473,0
2.096,0.587,0
2.938,0.586,0
1.672,0.963,0
2.013,0.985,0
2.901,0.599,0
1.245,1.184,0
3.100,0.390,0
3.097,0.931,0
2.019,0.455,0
3.247,0.943,0
2.082,0.444,0
0.955,0.503,0
2.367,1.446,0
1.644,0.345,0
1.709,0.335,0
1.521,0.879,0
2.616,0.552,0
1.820,0.505,0
1.038,0.592,0
1.766,2.062,0
1.970,0.362,0
1.024,0.552,0
1.167,0.702,1
1.194,0.381,0
1.080,0.628,0
1.660,0.836,0
2.243,0.388,0
3.325,1.184,0
2.429,0.341,0
2.248,0.591,0
2.374,0.770,0
2.588,3.689,0
1.198,0.244,0
1.939,0.747,0
1.641,2.563,1
1.339,0.460,0
1.156,1.165,1
1.130,0.719,0
1.258,0.291,0
0.814,0.794,1
1.795,0.391,0
1.405,0.670,0
1.488,0.280,0
1.653,0.955,0
1.966,0.169,0
1.087,0.582,0
1.353,1.297,0
0.688,0.848,1
0.523,0.527,0
0.593,0.561,0
2.834,0.505,0
0.624,2.849,1
1.755,0.620,0
2.759,0.633,0
1.155,0.426,0
2.955,0.492,0
3.259,0.893,0
2.171,0.456,0
4.128,0.410,0
1.878,0.471,0
1.022,0.525,0
1.797,0.702,0
1.164,0.488,0
0.791,0.574,0
0.800,0.422,1
4.024,1.260,0
1.115,0.670,0
1.407,0.537,0
1.056,0.748,0
1.515,0.622,0
1.279,0.269,0
1.185,0.578,0
0.826,1.582,1
0.755,0.842,0
1.020,1.219,0
1.627,0.441,0
3.633,0.282,0
2.293,0.434,0
3.243,1.341,0
1.777,0.368,0
1.374,0.412,0
0.787,1.171,1
1.431,0.556,0
0.545,0.572,1
1.249,0.786,0
2.976,0.669,0
1.659,0.540,0
2.377,0.733,0
1.205,0.430,0
0.771,0.623,0
1.154,0.915,0
1.198,0.356,0
2.464,0.567,0
3.485,0.340,0
1.027,0.961,1
1.219,0.894,0
1.343,1.071,0
1.226,1.125,0
0.819,1.120,0
1.496,0.946,0
1.688,0.416,0
1.707,1.067,1
0.834,0.386,0
1.364,2.300,1
0.656,0.747,0
2.166,0.884,0
0.907,0.324,0
1.269,1.150,0
1.174,1.216,0
1.105,0.269,0
0.892,0.469,0
0.649,0.493,0
3.135,0.446,0
1.613,1.363,0
1.620,2.097,0
3.698,0.355,0
1.374,1.135,0
1.844,0.552,0
1.452,1.355,1
2.454,0.166,0
1.803,0.502,0
1.658,1.244,0
1.283,0.419,0
1.632,1.227,0
2.430,0.481,0
0.565,1.192,0
1.358,0.879,0
1.193,0.506,0
1.258,0.419,0
0.592,0.580,0
2.001,1.205,0
0.984,0.634,0
1.300,0.442,0
1.148,3.960,1
0.679,0.267,0
1.178,0.562,0
0.629,0.858,0
0.942,0.358,0
1.250,0.632,0
1.437,0.505,0
1.477,0.282,0
1.354,0.818,0
3.769,0.340,0
1.752,0.420,0
0.831,1.254,0
1.094,0.344,0
1.071,0.887,0
1.330,1.220,0
1.098,1.099,0
0.980,0.823,0
3.025,0.559,0
1.469,0.294,0
1.238,0.688,0
1.286,0.812,0
1.307,0.480,0
2.696,0.369,0
1.787,1.025,0
2.388,0.355,0
0.354,0.810,0
1.669,0.487,0
2.321,0.251,0
3.503,1.543,0
1.460,0.888,0
0.666,0.855,1
1.879,0.291,0
1.101,0.591,0
0.644,0.739,0
1.091,0.420,0
2.319,1.570,0
2.476,0.208,0
1.995,0.931,0
0.900,0.223,0
4.476,0.266,0
0.852,0.311,0
1.393,0.863,0
0.753,0.425,0
2.610,0.434,0
1.764,0.381,0
2.152,0.278,0
1.503,0.382,0
1.400,0.364,0
1.562,0.524,0
0.617,0.507,0
2.259,0.166,0
2.178,0.436,0
1.211,1.214,0
1.437,0.479,0
1.653,0.595,0
2.929,0.416,0
1.755,0.423,0
1.473,0.592,0
1.150,0.293,0
0.735,0.561,0
1.106,0.245,0
1.494,0.737,0
1.291,0.257,0
1.497,0.876,0
2.024,1.067,0
1.761,0.250,0
1.638,0.884,0
1.945,0.487,0
1.575,1.154,0
1.428,0.454,0
1.789,0.520,0
0.666,0.517,0
2.546,1.212,0
0.811,0.209,0
2.112,0.923,0
1.458,0.637,0
2.387,0.462,0
1.473,0.530,0
0.948,1.010,0
2.351,0.951,0
1.576,1.535,0
1.530,0.424,0
1.505,0.213,0
2.277,0.445,0
2.097,0.542,0
1.610,0.474,0
0.722,1.181,0
1.211,2.113,1
1.523,0.743,0
3.257,0.226,0
1.727,1.067,0
1.394,0.422,0
2.489,0.617,0
1.382,0.956,0
1.435,0.737,0
1.560,0.580,0
0.741,0.705,0
2.237,0.914,0
1.761,0.850,0
1.280,1.881,0
0.870,0.116,0
1.601,0.391,0
2.731,0.436,0
1.090,0.947,0
0.902,0.679,0
1.757,0.961,0
0.709,0.274,0
0.536,0.533,1
1.191,0.857,0
1.067,0.584,0
1.285,0.483,0
1.136,0.698,0
1.690,1.488,0
1.318,0.188,1
1.112,1.440,1
1.185,0.700,0
1.935,0.375,0
2.242,0.863,0
2.188,0.614,0
1.993,1.168,0
0.330,0.386,0
0.928,1.023,0
1.264,0.365,0
1.598,0.716,0
0.704,0.881,0
2.763,0.575,0
1.670,0.855,0
1.102,0.433,0
1.569,1.078,0
1.247,0.456,0
1.036,0.408,0
1.831,0.564,0
1.189,0.584,0
0.772,0.379,0
1.096,0.932,0
1.385,0.562,0
0.897,0.839,0
2.572,0.264,0
0.893,0.292,0
3.217,0.519,0
2.182,0.348,0
0.955,0.559,0
1.547,0.818,0
2.484,1.110,0
1.339,1.349,0
0.853,0.926,0
1.535,0.408,0
3.576,0.814,0
0.747,0.451,0
1.875,0.810,0
1.467,0.337,0
1.386,1.261,0
1.226,0.755,0
1.266,0.514,0
2.332,0.285,0
1.913,0.702,0
0.934,0.451,0
2.950,0.691,0
0.816,0.407,0
1.972,0.447,0
1.590,0.847,0
2.510,1.358,0
1.718,0.300,0
2.355,0.541,0
1.448,0.747,0
2.269,0.554,0
1.710,0.473,0
3.853,1.981,0
1.071,0.380,0
2.508,0.735,1
1.806,0.461,0
1.587,0.571,0
1.136,0.171,0
1.793,0.982,0
0.755,0.537,1
0.792,0.354,0
2.020,1.505,0
0.728,0.518,0
2.800,0.430,0
1.296,0.379,0
1.641,1.084,0
1.518,0.613,0
1.773,0.509,0
1.294,0.291,0
1.244,0.367,0
1.387,0.729,0
2.353,0.596,0
2.444,0.199,0
2.604,0.373,0
1.730,0.683,0
1.341,2.638,1
0.689,0.399,0
1.961,0.178,0
2.143,0.919,0
1.225,0.463,0
2.111,0.292,0
2.623,0.822,0
1.532,0.531,0
2.363,0.355,0
1.687,0.293,0
0.673,0.564,0
1.187,0.633,0
1.221,0.227,0
1.864,1.037,0
0.996,0.300,0
1.206,1.303,0
0.953,0.724,0
1.444,0.544,0
1.516,0.725,0
2.278,0.435,0
2.103,0.582,0
1.582,1.492,1
1.637,0.441,0
1.543,0.945,1
1.545,0.368,0
2.947,0.597,0
0.480,1.025,1
1.357,0.312,0
1.691,0.726,0
2.443,0.185,0
0.898,0.321,0
1.717,0.479,1
2.165,0.980,0
1.202,0.895,0
0.622,0.365,0
1.250,0.561,0
0.856,0.668,0
1.969,0.255,0
1.002,0.761,0
3.274,1.268,0
1.566,1.196,0
1.023,0.436,0
1.171,0.482,0
0.899,0.361,0
1.751,0.459,0
2.874,0.526,0
1.333,0.878,0
2.228,0.631,0
0.961,0.362,0
1.688,0.947,0
4.143,0.979,0
0.780,0.431,0
2.558,0.527,0
2.491,0.570,0
0.630,0.244,0
0.770,0.650,0
0.947,0.874,0
2.272,1.761,1
1.211,0.671,0
1.362,0.516,0
2.020,0.557,0
1.549,0.845,0
1.626,0.936,0
1.271,0.377,0
2.436,0.671,0
1.035,0.865,0
3.121,0.200,0
1.261,1.285,0
1.026,0.537,0
1.964,0.976,0
1.799,0.589,0
0.602,0.528,0
1.622,0.580,0
0.800,0.708,0
1.011,0.976,1
2.091,0.523,0
0.995,0.327,0
1.722,0.412,0
1.237,0.354,0
3.501,0.919,0
1.405,0.357,0
0.864,1.397,1
0.892,0.651,0
0.975,0.577,0
1.552,1.243,0
1.463,0.495,0
2.265,0.515,0
1.579,0.931,1
1.551,0.911,1
1.693,0.351,0
1.380,2.345,0
1.669,0.830,0
2.081,0.305,0
2.080,0.552,0
1.144,1.011,0
0.660,0.686,0
1.016,0.974,0
1.659,2.234,1
0.477,1.015,1
1.179,1.836,1
1.788,0.885,0
1.133,0.423,0
0.883,1.400,0
3.214,0.415,0
2.721,1.033,0
1.299,0.875,0
2.645,0.384,0
2.616,0.415,0
0.877,0.556,0
4.870,0.764,0
0.956,1.276,0
1.295,0.640,1
0.890,1.749,1
1.508,0.995,1
0.806,0.433,0
1.451,0.439,0
2.369,0.647,0
1.602,0.464,0
1.292,0.589,0
2.917,0.949,0
0.972,0.716,0
2.248,1.061,0
1.269,0.425,0
1.602,0.387,0
1.474,0.288,0
1.539,0.233,0
1.418,0.487,0
1.021,0.647,1
1.124,0.558,0
1.770,0.626,0
1.382,1.921,0
0.860,0.343,0
1.056,0.539,0
1.061,0.478,0
1.414,0.379,0
1.570,1.316,1
1.509,0.615,0
1.079,1.247,0
1.459,0.337,0
0.781,1.758,1
0.395,2.179,1
1.410,0.388,0
0.687,0.624,0
0.943,0.584,0
0.839,0.854,1
1.915,0.307,0
0.837,0.812,0
1.632,0.937,0
1.156,0.452,0
0.826,0.181,0
0.709,0.432,0
1.771,0.506,0
1.711,0.958,0
2.036,0.448,0
3.275,0.334,0
1.623,0.884,0
1.629,0.772,0
1.357,0.943,0
1.504,0.646,0
1.224,1.126,0
0.958,0.835,0
3.512,0.236,0
0.619,0.703,0
1.604,0.964,0
1.745,0.643,0
1.530,1.408,0
0.927,0.491,0
1.310,0.926,0
1.160,0.321,0
0.880,0.631,0
1.397,0.467,0
1.187,0.364,0
1.111,0.308,0
1.936,0.714,0
0.884,0.799,0
1.734,0.445,0
1.080,0.320,0
1.722,0.390,0
1.466,0.959,1
1.583,0.326,0
0.914,1.181,1
1.001,0.252,0
0.965,0.737,0
1.533,0.911,0
1.983,1.237,0
2.302,0.499,0
1.131,0.415,0
1.471,0.289,0
0.684,1.042,0
0.523,0.589,0
0.959,0.491,0
1.049,0.502,0
0.704,0.727,0
0.636,0.644,0
1.796,1.210,1
0.985,0.194,0
0.664,1.007,0
4.004,0.472,0
1.524,0.606,0
1.223,0.533,0
1.911,0.604,0
1.002,0.959,0
2.873,0.715,0
0.706,0.287,0
0.783,0.611,0
1.323,0.601,0
0.998,0.777,0
2.647,0.648,0
0.684,0.607,1
1.012,1.115,0
1.562,0.349,0
1.806,2.104,0
2.199,0.465,0
1.636,0.359,0
3.767,0.977,0
1.133,1.147,1
1.515,1.264,0
2.056,1.417,0
1.214,0.826,0
1.227,0.658,0
1.135,0.782,0
1.047,0.635,0
0.842,0.472,0
1.089,1.537,0
0.697,1.728,1
1.655,0.639,1
0.683,0.561,0
3.521,0.486,0
2.988,0.252,0
2.288,0.439,0
1.267,0.479,0
1.071,0.630,0
2.411,0.367,0
1.510,0.224,0
1.789,0.913,0
1.008,1.643,1
2.244,0.198,0
0.972,0.591,1
1.459,1.021,1
0.640,0.336,0
1.036,0.290,0
1.740,0.650,0
1.135,0.561,0
1.137,0.450,0
1.978,1.577,0
1.344,1.456,0
2.422,0.916,0
0.470,0.616,0
1.790,0.535,0
1.742,1.041,0
0.694,0.563,1
0.775,1.454,0
2.056,1.275,0
0.860,0.461,0
1.043,0.977,1
1.813,1.524,1
1.195,0.923,1
1.717,0.383,0
0.939,0.557,0
1.583,0.536,0
2.251,0.691,0
1.603,0.658,0
0.518,0.533,0
1.855,1.039,0
1.422,1.366,0
0.923,0.476,0
2.587,0.289,0
0.634,0.798,0
3.209,0.653,0
1.043,0.822,0
2.805,0.448,0
1.358,0.767,0
0.763,0.396,0
1.445,1.192,0
1.607,1.652,0
1.766,0.393,0
2.228,0.157,0
0.927,0.502,0
1.727,0.492,0
1.927,0.733,0
1.226,0.666,0
0.910,0.865,0
0.902,2.935,1
1.937,0.486,0
1.981,0.538,0
0.955,0.838,0
0.760,0.239,0
2.412,1.019,0
0.690,0.470,0
1.487,0.300,0
0.965,0.416,0
0.631,0.874,0
1.463,1.053,0
1.271,1.318,0
2.638,0.845,0
3.829,0.446,0
1.272,0.903,0
2.191,0.637,0
2.210,2.409,1
1.095,0.215,0
0.939,1.617,0
2.847,1.019,0
1.175,0.835,0
1.368,0.635,0
1.215,0.490,0
1.304,0.393,0
1.056,0.284,0
1.935,2.054,0
2.428,1.122,0
1.171,0.970,1
0.746,0.819,0
1.415,0.234,0
0.711,0.576,0
1.039,0.718,0
2.401,1.271,0
3.913,0.387,0
1.638,0.781,0
0.859,0.590,0
1.962,0.684,0
0.506,0.438,0
1.014,0.822,0
2.737,0.705,0
1.932,0.241,0
0.746,1.315,0
0.657,2.261,1
2.029,0.417,0
1.355,1.272,0
1.061,0.394,0
1.664,0.505,0
1.070,1.782,1
0.585,0.756,0
1.987,1.559,0
1.035,0.796,0
0.883,1.183,0
0.762,0.620,0
1.548,1.494,1
0.965,1.817,1
1.830,0.988,0
1.228,0.498,0
2.245,0.556,0
1.164,0.405,0
1.033,0.951,0
0.573,0.908,1
0.846,0.465,0
1.910,1.131,0
5.435,0.497,0
0.790,1.858,1
0.870,1.076,1
1.610,1.640,0
1.714,0.462,0
1.022,0.396,0
1.434,0.251,0
0.674,0.978,1
1.211,0.369,0
2.072,1.436,0
2.877,0.743,0
1.284,1.045,1
1.233,0.339,0
1.695,0.496,0
2.272,0.760,0
1.722,1.031,0
0.989,0.339,0
1.624,0.831,0
2.135,0.437,0
1.006,1.075,0
0.761,0.607,0
1.739,0.584,0
1.631,0.875,0
2.135,1.299,0
1.441,0.603,0
1.038,1.349,0
1.139,0.398,0
0.874,0.804,0
0.907,0.373,0
1.078,0.774,0
1.116,0.417,0
2.282,0.702,0
0.800,0.968,0
1.357,0.405,0
1.065,0.263,0
2.699,0.625,0
1.559,0.916,0
1.174,0.781,1
1.998,0.418,0
1.429,1.087,0
1.121,0.587,0
2.759,1.046,0
1.908,0.423,0
3.010,0.875,0
2.330,1.309,1
1.964,0.478,0
1.473,0.585,0
0.855,0.964,0
1.908,0.914,0
1.435,0.834,1
1.880,0.641,0
1.385,0.291,0
1.021,0.683,0
0.886,0.338,0
1.901,0.717,0
2.479,0.190,0
1.223,1.502,1
1.705,1.936,1
2.583,0.872,0
0.958,0.430,0
1.195,0.579,0
0.843,1.110,0
2.358,0.979,0
1.565,0.466,0
1.132,1.316,0
0.664,1.014,0
1.285,0.915,1
2.175,0.563,0
1.220,0.682,0
1.152,0.463,0
1.855,0.756,0
0.803,0.475,0
1.426,1.293,1
1.821,0.697,0
0.984,0.765,0
0.962,0.816,1
1.557,0.812,0
1.333,0.313,0
1.255,1.370,0
1.530,0.718,0
1.540,0.505,0
0.922,0.401,0
1.035,0.469,0
1.705,0.488,0
2.302,0.685,0
2.555,0.426,0
0.956,0.722,0
2.275,0.737,0
1.958,0.467,0
1.377,2.268,1
1.736,0.637,0
2.022,0.816,0
3.102,0.721,1
0.872,0.622,1
1.827,0.980,0
1.313,1.438,0
1.274,0.651,0
2.332,0.424,0
2.014,0.912,0
0.889,0.209,0
1.232,0.737,0
1.547,0.610,0
0.744,0.807,0
2.056,0.297,0
1.352,0.532,0
1.504,0.385,0
1.624,0.502,0
3.131,0.927,0
1.422,0.604,1
1.193,0.485,0
3.038,1.278,0
1.119,0.675,0
1.107,0.222,0
0.754,0.379,0
2.265,0.835,0
1.580,0.846,0
1.727,0.752,1
1.507,0.767,0
1.318,0.408,0
0.987,0.630,0
0.989,0.348,0
1.697,0.420,0
1.480,0.403,0
2.896,0.418,0
0.998,0.548,0
1.128,0.582,0
0.889,0.426,0
2.588,1.180,0
0.809,0.512,0
1.975,1.509,1
2.658,1.127,0
1.316,0.339,0
1.935,1.057,0
0.544,0.305,0
1.180,1.428,0
0.670,0.777,0
1.513,0.379,0
1.407,0.198,0
0.996,0.521,0
2.134,0.311,0
1.642,1.170,0
1.111,0.328,0
1.116,0.569,0
0.729,0.840,0
1.291,0.647,0
3.600,0.740,0
1.022,0.561,0
1.691,0.948,0
1.099,0.386,0
2.005,0.872,0
1.706,0.333,0
1.265,0.704,0
0.635,0.345,0
1.116,0.572,0
2.393,0.878,0
1.259,1.247,1
1.856,0.240,0
1.133,0.421,0
0.612,0.376,0
1.696,1.229,0
1.618,0.398,0
1.085,0.932,1
1.190,0.481,0
1.596,0.291,0
1.078,0.675,1
1.637,0.343,0
1.282,0.944,0
0.492,0.995,0
1.317,1.308,0
1.076,0.366,0
0.968,1.491,0
1.679,1.072,0
1.130,0.240,0
1.785,2.110,1
2.284,1.582,0
1.497,0.361,0
0.705,0.758,0
1.014,0.306,0
2.108,0.589,0
1.252,0.701,0
0.981,0.887,0
1.350,0.405,0
1.757,0.624,0
1.577,0.382,0
1.873,0.780,0
0.974,0.909,0
1.244,0.659,0
1.256,1.182,1
1.392,0.955,0
0.553,0.775,0
1.265,1.190,0
0.774,0.323,0
2.609,0.621,0
2.809,0.242,0
2.970,0.627,0
2.016,0.491,0
1.133,0.992,1
2.155,0.498,0
1.287,0.447,0
1.847,0.602,0
0.942,0.589,0
1.084,0.838,0
1.730,0.394,0
3.096,0.280,0
1.392,0.267,0
3.836,1.184,0
4.796,0.319,0
0.796,0.492,0
1.391,0.347,0
0.922,1.023,0
1.324,0.466,0
1.110,1.235,0
1.367,0.432,0
2.163,0.745,0
2.139,0.957,0
1.581,1.073,0
1.410,0.331,1
1.485,0.519,0
1.491,0.607,0
1.819,0.234,0
1.412,0.934,1
1.762,0.784,0
0.787,0.837,0
2.006,0.297,0
3.067,0.701,0
1.529,0.805,0
0.752,1.112,0
2.571,0.478,0
1.218,0.918,0
0.373,1.848,1
1.279,0.501,0
1.846,0.508,0
1.673,0.533,0
2.449,0.282,0
1.859,0.522,0
1.491,1.539,1
0.585,0.384,0
0.859,0.572,0
1.528,1.219,0
1.907,0.865,0
0.893,0.720,0
1.074,0.530,0
1.739,0.598,0
0.603,0.640,0
0.593,0.925,0
1.273,0.664,0
1.578,1.062,0
1.140,0.231,0
0.508,0.995,1
1.426,0.478,0
0.781,0.641,0
1.888,0.506,0
1.349,0.903,0
1.587,0.597,0
1.878,0.895,0
1.116,0.411,0
2.040,0.707,1
2.455,1.242,0
1.684,1.168,0
2.552,0.525,0
1.068,0.689,0
2.122,0.522,0
1.591,0.598,0
0.909,0.644,1
1.363,1.232,0
1.115,0.876,0
1.104,1.409,0
1.467,1.470,0
2.265,0.321,0
1.225,0.755,1
1.492,0.501,0
0.734,0.266,0
1.480,0.355,0
2.360,0.486,0
2.025,1.582,1
1.744,0.669,0
1.117,0.577,0
0.914,0.629,0
1.354,0.425,0
0.778,0.702,0
0.815,0.608,0
2.149,0.264,0
0.938,0.479,0
3.143,3.942,0
0.747,0.900,0
1.710,0.606,0
0.838,0.917,0
1.526,0.378,0
0.888,0.671,0
1.438,1.028,0
1.317,0.268,0
1.155,0.430,0
1.774,0.515,0
2.766,0.549,0
1.085,0.485,0
2.094,0.741,0
1.466,1.110,0
1.393,0.771,0
3.752,1.113,0
0.537,1.125,1
1.042,0.464,0
0.630,0.741,0
1.228,0.523,0
1.275,0.913,0
6.000,0.530,0
1.647,0.579,0
3.143,1.600,0
2.518,0.582,0
1.160,0.276,0
1.748,0.683,0
2.971,0.751,0
1.525,0.488,0
1.549,0.665,0
1.766,1.110,0
0.722,0.485,0
0.983,0.579,0
1.640,0.438,0
1.800,0.766,0
0.937,0.599,0
1.222,0.390,0
1.336,0.590,0
1.319,1.716,0
1.922,0.256,0
1.480,0.305,0
1.519,0.769,0
0.751,0.304,0
0.882,1.833,1
1.628,0.288,0
0.693,0.318,0
1.591,0.487,0
1.050,1.147,0
0.982,0.988,0
1.882,0.872,0
1.042,0.753,0
0.961,1.292,0
1.043,0.242,0
1.446,0.745,0
4.803,1.385,0
0.547,0.362,0
1.396,0.763,0
1.264,1.239,0
2.154,1.258,0
1.193,0.597,0
0.467,1.746,1
2.544,0.843,0
0.864,1.142,0
1.369,0.361,0
0.763,0.428,0
0.862,0.427,0
1.126,1.658,1
2.062,0.184,0
2.048,0.240,0
1.076,0.986,1
1.758,0.695,0
1.189,0.131,0
1.476,0.520,0
1.505,0.545,1
1.852,1.230,0
1.066,0.230,0
1.323,0.484,0
1.547,1.138,0
1.461,0.968,0
0.982,0.393,0
3.028,0.551,0
1.141,0.292,0
1.967,1.336,0
1.536,0.511,0
2.420,1.272,0
0.528,0.988,0
3.506,0.401,0
1.274,0.596,0
0.808,0.911,0
1.484,0.816,0
3.844,1.457,0
1.756,1.171,0
0.808,0.767,0
1.139,0.933,0
2.545,0.441,0
0.748,0.469,1
1.292,0.890,0
1.228,0.772,0
3.690,0.357,0
1.229,0.619,0
2.519,0.421,0
1.034,0.480,0
0.978,1.288,0
2.193,0.390,0
1.849,0.456,0
0.646,0.875,0
1.863,0.673,0
1.866,0.707,0
1.064,0.299,0
1.544,0.638,0
1.578,0.531,0
1.126,0.420,0
1.077,0.480,0
1.037,0.554,0
1.239,1.014,0
0.772,1.766,1
1.373,0.688,0
0.717,1.429,0
1.446,0.689,0
1.347,0.294,0
0.880,0.669,0
2.047,1.285,0
3.323,1.369,0
2.528,0.406,0
0.759,2.136,1
2.470,0.439,0
1.542,0.440,0
1.366,0.492,0
1.071,1.406,1
1.394,0.805,0
2.600,1.056,0
1.783,0.199,0
1.162,0.633,0
1.036,0.613,0
1.161,0.944,0
1.816,0.507,0
3.217,1.229,0
0.871,0.452,0
1.396,0.310,0
1.177,0.272,0
0.998,1.278,1
1.669,0.976,0
1.787,0.430,0
0.742,1.173,1
0.880,0.596,1
2.382,0.612,0
1.610,0.300,0
1.764,0.487,0
1.117,0.692,1
1.179,0.728,0
1.715,0.484,0
1.119,1.108,0
0.852,1.405,0
1.398,0.425,0
2.092,0.809,0
0.882,0.290,0
2.239,0.814,0
1.911,0.391,0
0.951,0.602,0
1.402,0.717,0
1.372,0.575,0
1.854,1.140,0
1.881,0.433,0
0.782,0.511,0
0.766,0.778,0
2.211,0.643,0
1.470,0.749,0
1.683,0.586,0
1.622,0.427,0
2.765,0.932,0
0.816,0.683,1
2.271,1.057,0
0.970,1.330,0
1.933,0.543,0
