date,MKT,AAPL_S,MSFT_S,GOOGL_S,AMZN_S,META_S,KO_S,PEP_S,XOM_S,JPM_S,JNJ_S
2026-04-28,0.001739,-0.011287,-0.014219,0.003492,-0.003444,-0.004190,0.002374,0.002777,0.009635,-0.015853,-0.004136
2026-04-29,-0.004189,-0.010798,-0.005132,-0.009100,-0.016825,0.000475,-0.009433,-0.006131,0.016300,-0.030375,0.017319
2026-04-30,0.004164,0.001002,0.001392,0.032337,0.008943,0.015624,0.009390,-0.012143,0.008716,-0.003849,0.005247
2026-05-01,-0.003347,-0.004067,0.002738,-0.005171,-0.001811,-0.015945,-0.003982,-0.003549,-0.020776,-0.005730,0.013694
2026-05-04,0.010300,0.006285,0.009671,0.004996,0.020287,0.011591,0.009092,0.013403,0.005212,0.008041,-0.003764
2026-05-05,0.007222,0.008013,0.013005,0.001166,0.023714,0.011256,0.001228,0.023119,0.004344,0.027305,-0.004324
2026-05-06,-0.005702,-0.013763,-0.010216,-0.003820,-0.006180,-0.018779,-0.003146,0.012647,0.000063,-0.012046,-0.002419
2026-05-07,-0.000363,-0.008306,0.009350,-0.011712,-0.006318,-0.008121,-0.002239,0.009269,-0.013044,0.000028,0.007840
2026-05-08,-0.006287,-0.011967,-0.007973,-0.001411,-0.017365,-0.014800,-0.006820,-0.002151,-0.004167,0.003505,-0.003480
2026-05-11,-0.013988,-0.019575,-0.018948,-0.013531,-0.016813,-0.020466,-0.013359,-0.012554,-0.024291,-0.019412,-0.015673
2026-05-12,0.000357,0.008718,0.000666,-0.017721,0.014862,-0.003192,-0.001441,-0.003159,-0.023599,0.007640,0.003241
2026-05-13,0.000707,-0.014195,0.022308,-0.001861,0.001119,0.014776,0.013721,0.006261,-0.004764,-0.009025,0.003070
2026-05-14,0.013347,0.010055,0.009786,0.013793,0.038173,0.017951,0.000687,0.012919,0.021920,0.010846,0.003170
2026-05-15,0.015557,0.025588,0.023461,0.028806,0.020256,0.016442,0.004576,0.023379,0.016893,0.015973,0.013781
2026-05-18,-0.018856,-0.013612,-0.031545,-0.027701,-0.027309,-0.038122,-0.012146,-0.008839,-0.017962,-0.020041,-0.034254
2026-05-19,0.009889,0.002429,0.011644,0.016359,0.015764,0.010624,0.006213,0.021371,0.009023,0.004449,0.001813
2026-05-20,0.023735,0.026055,0.024672,0.025736,0.039016,0.019673,0.027185,-0.000383,0.013604,0.024748,0.007093
2026-05-21,-0.022302,-0.030502,-0.020734,-0.051321,-0.034570,-0.030900,-0.011767,-0.015767,-0.026065,-0.023886,0.000369
2026-05-22,0.017697,0.025779,0.012644,0.036176,-0.015415,0.030141,0.011903,0.014735,0.028505,0.027058,0.023782
2026-05-25,-0.009377,-0.015014,-0.012607,-0.013134,-0.015725,-0.007096,-0.005333,0.003175,-0.006596,-0.010867,-0.002215
2026-05-26,0.011516,0.014505,0.015508,0.009897,0.031599,0.001658,0.009220,0.004017,0.030973,0.009600,0.010754
2026-05-27,0.012531,0.023683,0.006867,0.016615,0.016089,0.010845,-0.001333,0.015618,0.012997,0.021426,-0.004906
2026-05-28,0.006434,0.009214,0.002123,0.016057,0.011707,0.008113,-0.007561,0.001257,0.012337,0.000921,-0.002737
2026-05-29,-0.001079,0.001744,0.001052,-0.002064,-0.003958,-0.005143,-0.006951,-0.010520,0.007160,0.000569,0.012719
2026-06-01,0.011522,0.018422,0.014292,0.019305,0.003640,0.011645,-0.004045,0.001047,0.000797,0.021085,0.007577
2026-06-02,-0.007343,-0.012507,-0.041729,-0.004440,0.001394,-0.009303,-0.016997,-0.008687,0.005866,-0.012764,0.017457
2026-06-03,0.028313,0.005649,0.016163,0.068110,0.042064,0.048812,0.026936,0.016189,0.026939,0.027630,0.027670
2026-06-04,-0.006108,-0.012060,-0.004684,-0.008805,0.002824,-0.007723,0.005722,-0.007450,0.002638,-0.007826,-0.006062
2026-06-05,-0.018718,-0.020508,-0.017122,-0.012136,-0.026728,-0.029719,-0.008515,-0.002279,-0.012759,-0.028164,-0.008193
2026-06-08,-0.018784,-0.013402,-0.047640,-0.014522,-0.023348,-0.013793,-0.015582,-0.000335,-0.030485,-0.024031,-0.009854
2026-06-09,0.013668,0.020173,0.004162,0.039141,0.026223,0.021658,0.000823,0.004732,0.021520,0.029035,0.008041
2026-06-10,-0.000154,-0.000674,0.007335,0.019648,-0.007227,0.007098,-0.008168,-0.014357,0.009867,-0.012645,0.002737
2026-06-11,0.013849,0.015986,0.001302,0.002603,0.021903,0.016899,0.013621,-0.008525,0.011140,0.013046,0.011275
2026-06-12,0.000043,-0.003461,-0.011350,-0.013807,0.006779,-0.001313,-0.028866,-0.015097,0.005505,0.003129,0.006936
2026-06-15,-0.006455,-0.014959,-0.017511,-0.003852,-0.009196,-0.008394,-0.015308,-0.005302,-0.005271,-0.017766,-0.000274
2026-06-16,0.005078,-0.000433,0.013129,0.029714,0.011764,0.014209,0.002364,-0.003982,0.016287,0.023055,0.002060
2026-06-17,0.014400,0.016245,0.008966,0.032011,0.010888,0.012088,0.018218,-0.006075,0.004551,0.013040,-0.002235
2026-06-18,0.001804,-0.025067,0.001607,0.014774,0.007289,0.008886,-0.001995,0.005561,0.016515,0.005889,0.012728
2026-06-19,0.017484,0.030576,0.013516,0.019677,0.031046,0.032302,0.024743,-0.002678,0.018609,0.013327,0.013094
2026-06-22,-0.001635,-0.008286,0.008082,0.000517,-0.003763,-0.018647,-0.015368,-0.006568,-0.003897,-0.011203,0.002207
2026-06-23,-0.053264,-0.085234,-0.068862,-0.066426,-0.075137,-0.080677,-0.023440,-0.025667,-0.054635,-0.049027,-0.035899
2026-06-24,-0.026480,-0.032058,-0.027823,-0.022269,-0.037254,-0.044756,-0.021587,-0.015350,-0.030239,-0.051688,-0.020832
2026-06-25,-0.009830,-0.018288,-0.018363,0.000255,-0.011428,-0.036379,0.001871,-0.006679,0.002327,-0.018409,-0.007839
2026-06-26,-0.011464,-0.016306,-0.012937,-0.015977,-0.020548,-0.006839,-0.007825,-0.004546,-0.009273,-0.012379,-0.012202
2026-06-29,-0.003204,-0.005016,-0.003524,0.000580,-0.001229,-0.023658,0.002679,-0.003321,-0.014868,-0.019168,0.004148
2026-06-30,0.015639,0.037015,0.013989,0.017029,0.041747,0.018060,0.014097,0.012306,0.010844,0.014041,0.013143
2026-07-01,0.010394,0.001112,0.008206,0.021147,0.001837,0.026441,0.006179,-0.003269,0.035651,0.001619,0.016711
